ID,TEXT,LABEL
3380,I managed to get an important report done and finished well before its deadline.,achievement
3381,I am enjoy in eating variety of delicious food made by my daughter. We all had lunch together with great enthusiam,affection
3382,"I finished a review for an upcoming exam, and felt confident about the material. ",achievement
3383,I got the news that my mom is going to try to visit for my first mothers day next month!,affection
3384,I was made happy in the last twenty four hours when my spouse gave me a bunch of kisses. ,affection
3385,"Drinking a ginger tea , thatas all there is , this week hasn't been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.",leisure
3386,more than time spent to my husband,affection
3387,I ate Kentucky Fried Chicken,enjoy_the_moment
3388,My son has started speaking complete sentences for the first time.,achievement
3389,My son and I went to the park after school.,affection
3390,I bought a coworker a brownie and it seemed to make her afternoon.,bonding
3391,I was called in for work that I enjoy.,achievement
3392,I got a lot of beer,leisure
3393,I marathoned in to the badlands on netflix and I enjoyed the show,leisure
3394,"Today, I am going to purchase new desktop system and thinking of that moment feels more happy.",achievement
3395,MY SISTER IN LAW GAVE BIRTH TO BABY GIRL. THE BABY WAS VERY CUTE. I TOUCHED HER LEG AND HAND FINGERS. THAT ME MADE FEEL VERY HAPPY.,affection
3396,yesterday night i reached to home after tripping for australia very nice moment this day,enjoy_the_moment
3397,I made a sale on Amazon.,achievement
3398,I visited my friend at her new workplace. ,bonding
3399,"The first time when i have earned money from online business & able to transfer to my bank account from the new platform on which i have started to work from last day,  it makes me very happy and give positive motivation towards the platform. I am very excited for the next result of payment coming today.",achievement
3400,I fixed my washing machine ,achievement
3401,My youngest son was playing on the playground and was so happy that I helped him reach a higher object.,affection
3402,I got to watch the entire baseball game.,leisure
3403,We planned to go to tour on summer vocation. My father showed me a buying ticket. I was surprise.,affection
3404,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,affection
3405,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,affection
3406,WE PLANNED TO GO TO TOUR ON SUMMER VOCATION. MY FATHER SHOWED ME  A BUYING TICKET. I WAS SURPRISED .,affection
3407,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,affection
3408,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,affection
3409,I have a granddaughter which is 3 year old. Her talks generally amuse me and I feel very happy after that.,affection
3410,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,affection
3411,"I received an email stating that the final piece of my client's personal computer arrives tomorrow, I'm pretty excited to get it built and see how they like the final product.",achievement
3412,My wife got a raise at her job that was substantial,achievement
3413,I had a relaxing enjoyable lunch yesterday.,enjoy_the_moment
3414,"I didn't break my diet and only ate food I was allowed to eat, even though there were lots of tasty looking desserts around.",achievement
3415,I took a long walk to the library and burned some calories.,exercise
3416,My friend from New York called today with some exciting news that she had just become engaged. I am so excited for her.,bonding
3417,Purchased a washing machine for washing my clothes.,achievement
3418,I played with my dog.,affection
3419,I had lunch with a friend and was able to get caught up on things with her.,bonding
3420,Going to the movies with my girlfriend ,affection
3421,I heard a juicy gossip about my coworker in a relationship.,bonding
3422,When my sister told me that she was going to cook dinner so that I didn't have to.,affection
3423,I got all my errands done before going to see my friend this weekend. ,bonding
3424,Talked to my best friend on the phone.,bonding
3425,Getting one of my best step days in.,achievement
3426,Finally got an espresso machine!,achievement
3427,I found out that my employer had figured out how to deposit my HSA funds directly into my account instead of making me wait for a check every four weeks. ,achievement
3428,I am happy that I have a chance to win money from my workout challenge that I just completed,achievement
3429,A quote from a book.,leisure
3430,Seeing my brother one last time before he moved across the country ,affection
3431,"My wife made some really good barbequed steak in the slow cooker with potatoes last night, it was delicious. ",affection
3432,I am sitting with my cup of coffee at sunrise with the cat in my lap.,enjoy_the_moment
3433,I went to a department sponsored happy hour with my coworkers and had a relaxing and fun time.,bonding
3434,"I woke up and felt truly grateful to see another day, with a roof over my head, food on my table, and a family who loves me and I love them.",affection
3435,We were able to binge watch a couple shows on Netflix for free last night.,leisure
3436,I made plans with a good friend to have a breakup party so that she can get out of a fairly toxic relationship.,bonding
3437,I shared this happy moment with my co-workers and gave a treat.  All of them felt very happy.,bonding
